question_type,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,topics_covered
Multiple choice with explanations,5,"\documentclass{article}
\usepackage[utf8]{inputenc}
\begin{document}

In class, we learned about lazy binomial heaps. We will be interested in an implementation where: 
1. insert is performed by adding a tree of size 1 to the end of the list of trees. 
2. In deletemin, after removing the minimum, we insert its children at the end of the list of trees and perform successive linking by scanning the trees (starting from the head of the list and ending at its tail). 

Alice (A) performed insert of the elements \(1, 2, \ldots, 2^k, 2^k + 1, 2^k + 2\) in ascending order and then executed two deletemin operations. 
Bob (B) performed insert of the same elements in descending order and then executed two deletemin operations. 
Let \(\#\text{links}(A), \#\text{links}(B)\) denote the number of link operations that will be performed in the second deletemin operation in the structure of A and in the structure of B, respectively. 
For \(1 < k\):

a. \(0 \sim |\#\text{links}(A) - \#\text{links}(B)|\)

b. \(|\#\text{links}(A) - \#\text{links}(B)| \sim \log k\)

c. \(|\#\text{links}(A) - \#\text{links}(B)| \sim k\)

d. \(|\#\text{links}(A) - \#\text{links}(B)| \sim 2^k\)

e. The answer depends on \(k\)

\end{document}",3,"\textit{Short explanation: (To illustrate the explanation, we can use $k=3$, but the reasoning is valid for general $k>1$). In one data structure, the minimum is in a tree of size 1, whereas in the other data structure, the minimum is in a tree of size $2k$ (with $k$ children).}","Binomial heaps,   Fibonacci heaps"
Multiple choice with explanations,1.6,"\begin{quote}
Bob implemented the perfect hash algorithm studied in class (two-level hashing). In running the first part of the algorithm (creating the main table), Bob chose the function \( h_1 \) and discovered that for the last \(1 + n - \sqrt{n} \) keys that he inserted into the main table, each one entered a ""private"" cell (i.e., without collision). Based on this information, Bob decided not to check the other keys and not to try additional functions in the first stage, and move on to the second stage. Answer true\false and justify. Within no more than 2 attempts in the second stage (for each sub-table), a perfect hash will be found.
\end{quote}",False,\textit{Not true. The second stage produces square tables and therefore works on average in two attempts. The data from the question did not affect this.},Hash tables
Multiple choice with explanations,1.6,"Bob improved the perfect hash algorithm learned in class (two-level hashing). During the execution of the first part of the algorithm (creating the main table), Bob chose a function h1 and found that the last \(1 + n - \sqrt{n} \) keys he inserted into the main table each went into a ""private"" cell (i.e., without collision). Based on this information, Bob decided not to check the other keys and not to try additional functions in the first stage and to move to execute the second stage. Answer true/false and explain. In expectation, within 2 attempts in the second stage (for each subtable), a perfect hash will be found.",1,"\textit{Correct. The second stage produces square tables, thus works on average in two attempts. The details of the question did not affect this.}",Hash tables
Multiple choice with explanations,1.6,"Bob ran the perfect hash algorithm learned in class (two-level hashing). In executing the first part of the algorithm (creating the main table), Bob chose a function $h_1$ and discovered that the last $\1+ n - sqrt{n}$ keys he inserted into the main table each went into a “private” cell (i.e., without collisions). Based on this information, Bob decided not to check the other keys, nor to try additional functions in the first stage, and moved on to execute the second stage. Answer True/False and justify:
The function $h_1$ does not guarantee Bob that the overall size of the structure will be linear in $n$, and therefore, he will not achieve the performance of the two-level hashing (perfect hash) learned in class.",False,"\textit{It does promise, by calculating the sum of the squares of the cells (the worst case that all the square root of N remaining elements fall in the same place is still linear).}",Hash tables
Multiple choice with explanations,1.6,"Bob implemented the perfect hash algorithm that was taught in class (two level hashing). When running the first part of the algorithm (creating the main table), Bob chose a function \( h_1 \) and discovered that the last \(  n + 1 - \sqrt{n} \) keys he inserted into the main table each went into a ""private"" cell (i.e., without collision). Based on this information, Bob decided not to check the other keys and not to try additional functions in the first stage, and moved on to perform the second stage. Answer true\false and explain. Answer 6 is incorrect. However, within 4 attempts on average in the second stage (for each sub-table) a perfect hash will be found.",False,\textit{Not correct. The second stage produces square tables and therefore works on average in two attempts. The question data did not affect this.},Hash tables
Multiple choice with explanations,1.6,"Bob ran the perfect hash algorithm learned in class (two-level hashing). When running the first part of the algorithm (creating the main table), Bob chose a function $h_1$ and found that the last $n + 1 - \sqrt{n}$ keys he inserted into the main table each went into a ""private"" cell (i.e., without collision). Based on this information, Bob decided not to check the other keys or try additional functions in the first step and proceeded to perform the second step. Answer True/False and explain. Within $O(n^2)$ time, it is guaranteed that a perfect hash will be found in the second step.",False,"\textit{Not true. Theoretically, there could be infinite attempts.}",Hash tables
Multiple choice with explanations,6,"The regular expression

\(ab+a\)

matches any string that starts with the letter a, continues with a series of repetitions of the letter b, and ends with the letter a. For example:

\(abba, aba, abbba\)

match the expression, whereas:

\(abb, bba, bb, bbaa, ab, baa\)

do not match.

Propose an efficient algorithm to check if a string of length \(n\) contains 2 substrings that match the above regular expression and are equal to each other.
What is the runtime of the most efficient algorithm? Circle the best answer.
a. Worst case time - \(O(n)\)
b. Worst case time - \(O(n^2)\)
c. Amortized time - \(O(n)\) and worst case time - \(O(n^2)\)
d. Amortized time - \(O(n \log n)\) and worst case time - \(O(n \log n)\)

Describe the algorithm and justify its runtime.",1,"\textbf{Algorithm Description:}  
We build a suffix tree for a string of length \( n \). We traverse the tree as follows – from the root, we look for the letters \( ab \). If we do not find a path starting with \( ab \), we return false.  
After that, we traverse the tree and look for the letters \( b \) and \( a \). If we find the letter \( a \), we check if the continuation of its edge leads to an internal node. If yes, we return true. If not, or if we do not find the letter \( a \), we continue on the path that the letter \( b \) leads to.  

\textbf{Runtime Analysis:}  
Tree construction – \( O(n) \)  
Traversing the path in the tree starting with \( a \) and then including only the series of letters \( b \) – path length in the tree is at most \( O(n) \), and each comparison in it is at most \( O(1) \) – total \( O(n) \).  
Checking at each stage in the path if there is a split for the letter \( a \), and if it leads to an internal node – \( O(1) \times n = O(n) \).","Complexity analysis,   Amortized analysis"
Multiple choice with explanations,4,\textit{Define an easy binary search tree as a binary tree where the following rule holds: each node x is greater than its left child (if it exists) and smaller than its right child (if it exists). Prove or disprove: any sequence of n different numbers can be inserted into an easy binary search tree in O(n) time.},1,"Yes.  
A short explanation:  
You can simply insert the elements in the order in which they are stored and construct a tree in the form of a thread. Each time a new element is inserted, check if it is smaller or larger than the previous element, and accordingly decide if it is the left/right child of the previous element.",Binary search trees
Multiple choice with explanations,2,"A sloppy minimum heap is a heap where instead of returning the minimum, it returns one of the k smallest elements in the heap. Additionally, in the delete operation, it deletes the same element that it returned as the approximate minimum.
Is the sequence [7,8,5,6,3,4,1,2,...N,N-1] a possible output of a sloppy heap for k=1?",False,"\textit{No, because when $K = 1$, the messy heap is a regular heap and therefore the output should be sorted.}",Binary heaps
Multiple choice with explanations,4,"A lazy minimum heap is a heap that instead of returning the minimum returns one of the k smallest elements in the heap. Additionally, in the delete operation, it deletes the same element that was returned as the approximate minimum. Prove or disprove the following claim:
For \( k=2 \), it is possible to implement a lazy heap such that all operations take \( O(1) \) amortized time.",False,"\textit{Not possible. If it were possible, we would reach a contradiction to the sorting lower bound. We will perform a reduction from the sorting problem - we will insert the \( n \) elements we want to sort into a sloppy heap, and now find the approximate minimum and remove it. We will do this \( n \) times. We will take the sequence we obtained and note that it has at most \( n \) disorder violations, so now it is possible to perform insertion sort in linear time and obtain the sorted sequence.}","Amortized analysis,   Binary heaps"
Closed question with short explanations,2,"\begin{quote}
In the following section, the initialization time and space complexity is O(1), and the space complexity at any given moment is O of the number of elements in the data structure. Describe how a vector of length m can be represented to support insertion at position i, reading from position i, and deletion at position i in O(\log m) worst-case time for each operation.
\end{quote}",na,"\textbf{Central Data Structure: AVL Tree. Short Description:} The key of an element will be the index \( i \), and the value will be the content of the vector at index \( i \).","Complexity analysis,   Balanced BST (AVL,   B)"
